order_date,order_code,tkt_code,order_intrnl_line_num,actl_batch_qty,cstmry_actl_batch_qty,metric_actl_batch_qty,matl_price,cstmry_matl_price,metric_matl_price,haul_price,cstmry_haul_price,metric_haul_price,delv_price,cstmry_delv_price,metric_delv_price,cost,cost_uom,cstmry_cost,metric_cost,cost_ext_code,ext_matl_cost_amt,delv_qty,cstmry_delv_qty,metric_delv_qty,delv_qty_uom,cstmry_delv_qty_uom,metric_delv_qty_uom,orig_delv_qty,cstmry_orig_delv_qty,metric_orig_delv_qty,order_delv_qty,cstmry_order_delv_qty,metric_order_delv_qty,dump_qty,cstmry_dump_qty,metric_dump_qty,pre_batched_qty,cstmry_pre_batched_qty,metric_pre_batched_qty,resold_qty,cstmry_resold_qty,metric_resold_qty,price_qty,cstmry_price_qty,metric_price_qty,tkt_qty,cstmry_tkt_qty,metric_tkt_qty,resold_tkt_code,rm_slump,rm_slump_uom,rm_mix_flag,ext_price_amt,ship_plant_code,susp_rsn_code,invy_adjust_code,sales_anl_adjust_code,moved_order_date,moved_to_order_code,moved_from_order_code,reused_order_date,reused_order_code,batch_code,am_min_temp,invc_round_diff_amt,chrg_cart_code,ext_matl_price,ext_haul_price,ext_delv_price,inventory_update_qty,temperature,temperature_uom,energy_consumed,energy_consumed_uom,pct_hydrate,record_origin_code,pre_batched_water_qty,pre_batched_water_uom,pre_batched_uom,order_num,version,seq_num,external_plant_code,dump_water_qty,ext_pay_cart_amt,pay_cart_qty,pay_cart_qty_uom,pay_cart_rate_amt,min_slump,max_slump,update_date,u_version,lot_num_list
2025-01-03 00:00:00,          38,  137312,13,8.50,8.50,6.50,,,,,,,,,,,,,,,,8.50,8.50,6.50,40003,40003,40013,8.50,8.50,6.50,8.50,8.50,6.50,,,,,,,,,,8.50,8.50,6.50,8.50,8.50,6.50,,4       ,,True,1245.25,  1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,2025-01-03 06:58:25.300000,!,
2025-01-03 00:00:00,          38,  137314,13,8.50,8.50,6.50,,,,,,,,,,,,,,,,8.50,8.50,6.50,40003,40003,40013,8.50,8.50,6.50,17.00,17.00,13.00,,,,,,,,,,8.50,8.50,6.50,8.50,8.50,6.50,,4       ,,True,1245.25,  1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,2025-01-03 07:19:06.170000,!,
2025-01-03 00:00:00,          47,  137322,1,9.00,9.00,6.88,,,,,,,,,,,,,,,,9.00,9.00,6.88,40003,40003,40013,9.00,9.00,6.88,18.00,18.00,13.76,,,,,,,,,,9.00,9.00,6.88,9.00,9.00,6.88,,4       ,,True,1341.00,  1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,2025-01-03 09:25:45.760000,!,
2025-01-03 00:00:00,          47,  137324,1,4.00,4.00,3.06,,,,,,,,,,,,,,,,4.00,4.00,3.06,40003,40003,40013,4.00,4.00,3.06,22.00,22.00,16.82,,,,,,,,,,4.00,4.00,3.06,4.00,4.00,3.06,,4       ,,True,596.00,  1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,2025-01-03 09:57:45.140000,!,
2025-01-03 00:00:00,          50,  137313,3,9.50,9.50,7.26,,,,,,,,,,,,,,,,9.50,9.50,7.26,40003,40003,40013,9.50,9.50,7.26,9.50,9.50,7.26,,,,,,,,,,9.50,9.50,7.26,9.50,9.50,7.26,,4       ,,True,1327.63,  1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,2025-01-03 07:03:08.020000,!,
2025-01-03 00:00:00,          50,  137316,3,9.50,9.50,7.26,,,,,,,,,,,,,,,,9.50,9.50,7.26,40003,40003,40013,9.50,9.50,7.26,19.00,19.00,14.53,,,,,,,,,,9.50,9.50,7.26,9.50,9.50,7.26,,4       ,,True,1327.63,  1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,2025-01-03 07:36:07.680000,!,
2025-01-03 00:00:00,          50,  137318,3,9.50,9.50,7.26,,,,,,,,,,,,,,,,9.50,9.50,7.26,40003,40003,40013,9.50,9.50,7.26,28.50,28.50,21.79,,,,,,,,,,9.50,9.50,7.26,9.50,9.50,7.26,,4       ,,True,1327.63,  1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,2025-01-03 08:01:38.350000,!,
2025-01-03 00:00:00,          50,  137320,3,9.50,9.50,7.26,,,,,,,,,,,,,,,,9.50,9.50,7.26,40003,40003,40013,9.50,9.50,7.26,38.00,38.00,29.05,,,,,,,,,,9.50,9.50,7.26,9.50,9.50,7.26,,4       ,,True,1327.63,  1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,2025-01-03 09:04:36.980000,!,
2025-01-03 00:00:00,          53,  137317,1,2.00,2.00,1.53,,,,,,,,,,,,,,,,2.00,2.00,1.53,40003,40003,40013,2.00,2.00,1.53,2.00,2.00,1.53,,,,,,,,,,2.00,2.00,1.53,2.00,2.00,1.53,,    4.00,,True,365.00,  1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,2025-01-03 07:45:11.890000,!,
2025-01-03 00:00:00,          72,  137325,1,7.50,7.50,5.73,,,,,,,,,,,,,,,,7.50,7.50,5.73,40003,40003,40013,7.50,7.50,5.73,7.50,7.50,5.73,,,,,,,,,,7.50,7.50,5.73,7.50,7.50,5.73,,    4.00,,True,1233.75,  1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,2025-01-03 10:20:54.860000,!,
2025-01-03 00:00:00,          73,  137326,1,8.00,8.00,6.12,170.00,170.00,222.36,0.00,0.00,0.00,170.00,170.00,222.36,,,,,,0.00,8.00,8.00,6.12,40003,40003,40013,8.00,8.00,6.12,8.00,8.00,6.12,,,,,,,,,,8.00,8.00,6.12,8.00,8.00,6.12,,    4.00,,True,1360.00,  1,,,,,,,,,,,,,1360.00,0.00,1360.00,,,,,,,,,,,,,,,,,,,,0.00,0.00,2025-01-03 13:05:22.830000,"""",
2025-01-03 00:00:00,          73,  137327,1,8.00,8.00,6.12,,,,,,,,,,,,,,,,8.00,8.00,6.12,40003,40003,40013,8.00,8.00,6.12,16.00,16.00,12.23,,,,,,,,,,8.00,8.00,6.12,8.00,8.00,6.12,,    4.00,,True,1360.00,  1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,2025-01-03 13:55:01.050000,!,
2025-01-03 00:00:00,          73,  137328,1,8.00,8.00,6.12,,,,,,,,,,,,,,,,8.00,8.00,6.12,40003,40003,40013,8.00,8.00,6.12,24.00,24.00,18.35,,,,,,,,,,8.00,8.00,6.12,8.00,8.00,6.12,,    4.00,,True,1360.00,  1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,2025-01-03 15:27:26.050000,!,
2025-01-03 00:00:00,          76,  137323,1,2.00,2.00,1.53,,,,,,,,,,,,,,,,2.00,2.00,1.53,40003,40003,40013,2.00,2.00,1.53,2.00,2.00,1.53,,,,,,,,,,2.00,2.00,1.53,2.00,2.00,1.53,,4       ,,True,320.00,  1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,2025-01-03 09:45:11.920000,!,
2025-01-08 00:00:00,          17,  137329,1,9.00,9.00,6.88,,,,,,,,,,,,,,,,9.00,9.00,6.88,40003,40003,40013,9.00,9.00,6.88,9.00,9.00,6.88,,,,,,,,,,9.00,9.00,6.88,9.00,9.00,6.88,,4       ,,True,1647.00,  1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,2025-01-08 11:54:25.340000,!,
2025-01-09 00:00:00,           9,  137330,1,6.50,6.50,4.97,191.00,191.00,249.83,0.00,0.00,0.00,191.00,191.00,249.83,0.000,,0.000,0.000,1,0.00,7.50,7.50,5.73,40003,40003,40013,6.50,6.50,4.97,7.50,7.50,5.73,,,,,,,,,,7.50,7.50,5.73,6.50,6.50,4.97,,3.00    ,,True,1432.50,  1,,,,,,,,,,,,,1432.50,0.00,1432.50,,,,,,,,,,,,,,,,,,,,0.00,0.00,2025-01-09 09:38:27.690000,"""",
